MRPL13	GO:0003735
ARMC9	GO:0005515
PDPN	GO:0016021
CHAF1A	GO:0005634
CTNNBIP1	GO:0001658
SPANXA1	GO:0005515
HLA-F	GO:0002474
EEF1A1	GO:0003746
RAD51D	GO:0003677
KRT40	GO:0005198
DUX4	GO:0003677
SH3GLB1	GO:0005504
GOT1	GO:0000096
RIN2	GO:0007165
TRIM27	GO:0000122
PPL	GO:0005856
AP5B1	GO:0005515
MBD2	GO:0003677
AKR7A2	GO:0004032
TCEAL7	GO:0005634
FBXW4	GO:0000151
UPK1B	GO:0016021
MAD2L1	GO:0000070
POTED	GO:0005886
SPNS1	GO:0003376
OSBPL5	GO:0006869
CHD6	GO:0003677
NCOA1	GO:0004402
DDX56	GO:0003676
SMARCA4	GO:0003677
PDIA6	GO:0034976
PTPRF	GO:0004725
HRAS	GO:0000139
TWIST2	GO:0000122
ARL2BP	GO:0003713
POLG	GO:0003677
FEN1	GO:0004518
HRNR	GO:0001533
PRKD1	GO:0004697
TSPYL2	GO:0005634
FGF18	GO:0001525
GJA8	GO:0002088
MPL	GO:0004896
PRDM5	GO:0000976
ING4	GO:0005634
RAB3GAP1	GO:0005096
NAV3	GO:0005524
MMRN1	GO:0002576
SRSF5	GO:0000166
SERPINB6	GO:0005615
RGS6	GO:0004871
CPA1	GO:0004181
KIT	GO:0000187
DLEU1	GO:0005515
VPS54	GO:0005622
MTTP	GO:0005319
VAMP8	GO:0000149
HIPK2	GO:0004672
GPX2	GO:0004602
XPC	GO:0000111
ARHGEF2	GO:0000132
ADAP2	GO:0005096
COL12A1	GO:0001501
PDX1	GO:0000122
DNPEP	GO:0004177
RRBP1	GO:0015031
SPACA3	GO:0003796
SPINT2	GO:0004867
GML	GO:0005622
AQP3	GO:0002684
MMD	GO:0016021
DBI	GO:0000062
TMEM8B	GO:0005515
RPL22	GO:0003735
TLK1	GO:0005634
ZC3H12D	GO:0000932
FGF19	GO:0001755
SMTNL1	GO:0005516
FH	GO:0004333
ACVRL1	GO:0004702
PALD1	GO:0005515
WIPI1	GO:0000045
NID1	GO:0005509
PAX3	GO:0000122
SPIN1	GO:0005515
RPRD1A	GO:0005515
HOXC11	GO:0005654
CDCA3	GO:0003674
TPX2	GO:0005515
CARD10	GO:0005515
NDP	GO:0001890
RCN2	GO:0005509
SI	GO:0004558
SDSL	GO:0003941
PBX1	GO:0003700
PYDC1	GO:0005515
SULT1A2	GO:0008146
PAPOLA	GO:0004652
ING3	GO:0005634
EVA1A	GO:0005886
CRTC2	GO:0005634
SLC5A4	GO:0006814
STRADA	GO:0005622
MUC4	GO:0007160
RNF11	GO:0000151
U2AF1	GO:0000166
BAMBI	GO:0016020
KCNA1	GO:0005249
IKZF1	GO:0003676
CLIC4	GO:0001525
P2RX5	GO:0001614
TMEM45A	GO:0016021
OSTC	GO:0005515
HOXB5	GO:0000980
TDP2	GO:0000287
WNT2	GO:0005102
LAT2	GO:0005515
TFPT	GO:0005515
CACNA1E	GO:0005886
TLX1	GO:0005515
IMPA1	GO:0046854
RHOBTB2	GO:0005525
ETV6	GO:0000981
CRYGC	GO:0005212
MARVELD1	GO:0005634
MAPK7	GO:0000165
ST3GAL1	GO:0005794
DICER1	GO:0003723
GPLD1	GO:0001503
WRAP53	GO:0005634
SPPL3	GO:0004190
BCKDHB	GO:0003826
ERH	GO:0006221
DIABLO	GO:0005739
PIP5KL1	GO:0005524
PLAGL2	GO:0001077
PTK6	GO:0001726
NLK	GO:0000165
CDC25A	GO:0004725
SEMA5A	GO:0001569
DPAGT1	GO:0005789
MXD1	GO:0046983
SEPT10	GO:0005515
FGF20	GO:0005104
HIPK1	GO:0004672
BUB1B	GO:0000278
IFITM3	GO:0009607
KDM1B	GO:0003677
MTBP	GO:0000776
LRRC59	GO:0005635
PODXL	GO:0016477
KAT6A	GO:0004402
OBP2A	GO:0005549
PRKCD	GO:0005622
LUM	GO:0005201
ANXA8L2	GO:0005509
ST3GAL6	GO:0005794
CYB561D2	GO:0016021
INPPL1	GO:0046856
AGK	GO:0005739
GOLT1B	GO:0006629
NISCH	GO:0035091
KAT7	GO:0003700
SF3B1	GO:0005654
SCPEP1	GO:0004185
CTHRC1	GO:0005109
MNT	GO:0000122
DACT2	GO:0002244
DYNLL1	GO:0005875
CLEC2D	GO:0004888
SPN	GO:0001562
NCOA2	GO:0005634
BIRC6	GO:0005737
PEAK1	GO:0004672
RGPD2	GO:0000042
PAPOLG	GO:0003723
DUX4L3	GO:0003677
ART4	GO:0003956
ZEB2	GO:0003676
SMAD4	GO:0005622
COL1A2	GO:0005201
SMAGP	GO:0005515
TARBP2	GO:0003725
MFGE8	GO:0001525
CPSF7	GO:0000166
SLIT1	GO:0005509
COL8A2	GO:0005576
KLF8	GO:0003677
SLC26A2	GO:0001503
FOXP1	GO:0000981
IGF2BP3	GO:0000166
RAB25	GO:0003924
SP3	GO:0000981
FXYD3	GO:0005254
GSTZ1	GO:0005737
HK2	GO:0001678
CUZD1	GO:0006931
VPS53	GO:0005622
PAX8	GO:0000979
SYCP3	GO:0003677
RNH1	GO:0005737
CFHR1	GO:0005615
KMT2B	GO:0001541
MAL2	GO:0016021
TMPRSS3	GO:0004252
NOL8	GO:0000166
LOXL2	GO:0005044
LOXL1	GO:0001669
GBX2	GO:0001569
BRMS1	GO:0000122
KMT2D	GO:0008168
INPP1	GO:0046854
ESRRA	GO:0003700
POLR3A	GO:0003677
ZFP42	GO:0001701
DAXX	GO:0000281
CRISP1	GO:0005246
RBMS1	GO:0000166
SLC39A14	GO:0005783
MED19	GO:0001104
MMP17	GO:0004222
DLL4	GO:0000122
TMSB10	GO:0003785
PSG9	GO:0005576
KLF10	GO:0000122
NNAT	GO:0006810
GABARAPL1	GO:0000045
IDH1	GO:0004450
RRS1	GO:0000794
DOC2A	GO:0005509
PTTG1IP	GO:0002039
MFSD2A	GO:0005737
PEG10	GO:0003676
MTUS1	GO:0005615
ZKSCAN7	GO:0003676
XRCC3	GO:0003677
UBE2S	GO:0005737
GEMIN2	GO:0000387
TMEM189	GO:0005737
DEC1	GO:0008285
ZNF354A	GO:0003676
ACSL4	GO:0003824
AGPAT2	GO:0001819
POLR3E	GO:0005634
DNAH6	GO:0001539
CUL3	GO:0031461
VCL	GO:0007160
SECTM1	GO:0004871
DIAPH2	GO:0003779
KCMF1	GO:0046872
STOM	GO:0005887
RFWD2	GO:0005654
TRIB1	GO:0004672
DPEP2	GO:0006508
H3F3A	GO:0000786
LRRN3	GO:0001934
NID2	GO:0005509
C6orf1	GO:0005576
DFFB	GO:0005622
AATF	GO:0005634
SLC25A16	GO:0005743
ZDHHC2	GO:0008152
CREB3L2	GO:0003700
OPN1SW	GO:0001523
OR2J1	GO:0004930
RNGTT	GO:0004484
SUMF2	GO:0005783
UBE2G1	GO:0005737
PNKP	GO:0098504
SRCIN1	GO:0030334
KAT6B	GO:0000786
RPS12	GO:0000184
ID4	GO:0005634
FXYD5	GO:0005887
FGF5	GO:0005104
SOX2	GO:0000122
TRPM8	GO:0005216
IRF2	GO:0000975
UGT2B15	GO:0005789
RAC1	GO:0000139
KRAS	GO:0005525
HDAC3	GO:0004407
BSND	GO:0005737
AKT2	GO:0004672
TWSG1	GO:0001503
SRPK1	GO:0005737
PRSS23	GO:0004252
IRG1	GO:0002760
CAND1	GO:0005654
TRRAP	GO:0006281
PLGLB1	GO:0005576
ANAPC2	GO:0000278
IMPDH2	GO:0003824
AMFR	GO:0008270
TBX4	GO:0003677
PAK4	GO:0004674
DHPS	GO:0008612
SF1	GO:0000245
ADAMTSL3	GO:0005515
ZNF410	GO:0003676
PAPPA	GO:0004222
MED23	GO:0003713
CLEC1B	GO:0004888
SCGB3A1	GO:0005125
SLC25A5	GO:0005515
PORCN	GO:0016021
CLDN6	GO:0005198
LGI1	GO:0005102
CHRNA5	GO:0006811
KRT18	GO:0005198
CTAG1A	GO:0005515
CEACAM3	GO:0016021
TKT	GO:0003824
DSC2	GO:0005509
LGSN	GO:0004356
CAP1	GO:0001667
CCKBR	GO:0007186
MAPK4	GO:0000165
TBX2	GO:0003700
HGD	GO:0004411
ABLIM1	GO:0003779
TNFRSF10D	GO:0004888
ENOX2	GO:0000166
UBE2Q2	GO:0004842
RASSF6	GO:0005515
MYLIP	GO:0005856
NBN	GO:0000723
AVEN	GO:0005515
TTN	GO:0004672
ZNF160	GO:0003676
SNURF	GO:0003674
WRB	GO:0071816
LCP1	GO:0001726
AKT3	GO:0000002
AOX1	GO:0009055
GHSR	GO:0001616
TLX3	GO:0001764
CLPTM1	GO:0016021
VMP1	GO:0000407
MMP25	GO:0004222
ERCC1	GO:0003684
NEK1	GO:0000165
KAT2B	GO:0000125
STK31	GO:0001669
SYNE1	GO:0034993
SHMT2	GO:0004372
ARAP3	GO:0005096
GABRP	GO:0004890
PLVAP	GO:0000165
UXT	GO:0000122
PTPRT	GO:0004725
TSPAN7	GO:0016021
GADD45G	GO:0000185
MTM1	GO:0004438
BRIP1	GO:0005524
SGK2	GO:0004672
LRIG3	GO:0005615
KDM1A	GO:0000122
CMTM5	GO:0005125
MT1DP	GO:0005515
MYCL	GO:0003700
BAD	GO:0001836
WNT7A	GO:0000578
KDSR	GO:0016491
INADL	GO:0005515
AHCY	GO:0000096
MDM4	GO:0005634
TLN1	GO:0001726
ERAP1	GO:0006508
MIPEP	GO:0004222
ING5	GO:0008285
DIO1	GO:0004800
SLC2A2	GO:0005351
NFAT5	GO:0003700
CBLN1	GO:0005576
PSMA2	GO:0004175
GLI3	GO:0000122
EXOSC4	GO:0000176
RBM4	GO:0000166
USE1	GO:0005515
SNIP1	GO:0005515
RNF144A	GO:0008270
NPAT	GO:0000083
SLA	GO:0005070
KIAA1524	GO:0005515
MAG	GO:0005886
LPHN1	GO:0004930
DDX17	GO:0003676
QRSL1	GO:0005524
KLK3	GO:0004252
ICK	GO:0000287
FGF9	GO:0000122
SERPIND1	GO:0004866
TPK1	GO:0004788
KIF15	GO:0003777
PMS2	GO:0005524
SMCHD1	GO:0001740
UPRT	GO:0005515
XKR3	GO:0005886
RECQL4	GO:0003676
C10orf90	GO:0005813
GPR35	GO:0004930
PRM3	GO:0000786
SGK3	GO:0004672
SETD8	GO:0018024
COLEC10	GO:0005537
SSX4	GO:0003676
LAPTM4B	GO:0016021
PDSS1	GO:0008299
CPB2	GO:0004181
ZBTB48	GO:0003676
CASP5	GO:0005737
PROL1	GO:0001895
FST	GO:0000122
S100PBP	GO:0048306
MANBA	GO:0005975
MAEA	GO:0005634
VPS13A	GO:0005622
PPM1F	GO:0004722
FUT1	GO:0005794
WDR35	GO:0005813
AMPH	GO:0005515
MKL1	GO:0003713
FGF8	GO:0005104
MRPS30	GO:0003735
PAPSS1	GO:0000103
DGKD	GO:0004143
CDH4	GO:0005509
GDF1	GO:0005125
ATG10	GO:0006497
TNS3	GO:0005622
MAP3K5	GO:0000165
SLC26A3	GO:0005887
SLC23A2	GO:0015882
ASAP2	GO:0005096
CERK	GO:0016301
UBE4B	GO:0005515
PSCA	GO:0005886
LSM1	GO:0000290
CD24	GO:0007155
RSRC2	GO:0005515
SOSTDC1	GO:0005615
ALPI	GO:0000287
VWA5A	GO:0005634
PIM1	GO:0004674
CST5	GO:0004869
TRIM29	GO:0000122
LMO1	GO:0008270
UQCRFS1	GO:0005739
CDH17	GO:0005509
TCF15	GO:0046983
UBE2V1	GO:0006301
MCM10	GO:0003688
HOXB8	GO:0005634
ARL6IP5	GO:0003674
TOPBP1	GO:0000794
RNF5	GO:0004842
S100A7A	GO:0005509
CDX1	GO:0005634
PDGFC	GO:0005161
PSMD3	GO:0006511
BARD1	GO:0008270
SLMAP	GO:0006457
BCL2L12	GO:0002039
UMPS	GO:0004588
YY1AP1	GO:0005515
GPR65	GO:0004930
RBM17	GO:0003676
MAGEC2	GO:0005515
CDT1	GO:0000076
AXL	GO:0004714
EPHA4	GO:0005005
DYX1C1	GO:0001764
SMARCA2	GO:0006338
CFHR5	GO:0005576
SLIT2	GO:0005509
COMMD1	GO:0005507
KCNH1	GO:0000155
TCF21	GO:0000122
PAGE4	GO:0003674
SDHC	GO:0005749
ZNF365	GO:0005515
CACNA1G	GO:0005886
SCN2A	GO:0001518
MCM2	GO:0003677
MMP26	GO:0004222
PRPS1	GO:0000287
TNFAIP8	GO:0005515
TDP1	GO:0005634
DNER	GO:0001764
ASAP1	GO:0005096
RPL3	GO:0003735
BRMS1L	GO:0000122
GUCA2B	GO:0006182
VPS51	GO:0000145
THEMIS2	GO:0005515
DDX11	GO:0003677
DYRK2	GO:0000151
PAN2	GO:0000175
PHLPP1	GO:0004721
TSPAN31	GO:0016021
FAM46D	GO:0005515
MSLN	GO:0005515
MEGF8	GO:0003143
ARFRP1	GO:0003924
UCP1	GO:0005739
ADH1B	GO:0004024
SMAD9	GO:0001657
LYN	GO:0002431
PHF20	GO:0046872
EREG	GO:0000187
IL17RC	GO:0005887
PTP4A1	GO:0004725
TFRC	GO:0004998
UGT2A1	GO:0009813
SLC36A4	GO:0003333
TRIM56	GO:0005622
ACCS	GO:0005515
SIRT7	GO:0070403
MIEN1	GO:0005654
NAA25	GO:0005654
GRB10	GO:0007165
B3GALT5	GO:0005794
RGN	GO:0004341
ADAM2	GO:0004222
DCLK1	GO:0001764
HS3ST2	GO:0008146
NR4A3	GO:0001077
MKI67	GO:0000775
ATF1	GO:0003700
CLDN4	GO:0004888
NR4A1	GO:0001077
GLIS2	GO:0000122
SORBS1	GO:0007015
NOC2L	GO:0000122
EPHA3	GO:0005003
SLC7A6	GO:0003333
HNRNPK	GO:0000398
ADK	GO:0004001
MYOC	GO:0001649
ACVR2A	GO:0001702
ZMYND10	GO:0005515
UGT2B17	GO:0005789
SPAG4	GO:0005198
FCRL5	GO:0005886
TPBG	GO:0005783
DIAPH1	GO:0003779
PTRH1	GO:0004045
PTPRO	GO:0004725
ZBTB7A	GO:0000122
DKK3	GO:0005576
F9	GO:0004175
DMTF1	GO:0003677
CD48	GO:0003823
KHK	GO:0004454
ITGB3BP	GO:0000278
FHIT	GO:0003824
TOR1A	GO:0000338
OR6B1	GO:0004930
CHRNB4	GO:0005230
CRHBP	GO:0051424
SLA2	GO:0000122
GLDC	GO:0004375
GRIK3	GO:0001640
PRKCG	GO:0005622
HTR3B	GO:0005230
SMR3A	GO:0005576
KCNK2	GO:0005887
TBX19	GO:0003700
PPP1R1B	GO:0004865
MCHR1	GO:0007218
CSPG5	GO:0002230
TMEM106B	GO:0043231
UMOD	GO:0005509
BICC1	GO:0005737
CPLX2	GO:0006836
HTR3A	GO:0004889
TAZ	GO:0016746
GRIK4	GO:0005234
HSD17B12	GO:0016491
APOBEC3C	GO:0005515
COPE	GO:0005198
CIT	GO:0004672
OXTR	GO:0001992
MYOM2	GO:0005515
ADCYAP1R1	GO:0004999
DAO	GO:0003884
NDUFAF3	GO:0005515
PCLO	GO:0007416
NLE1	GO:0005634
IQCB1	GO:0005516
TST	GO:0004792
USH1G	GO:0005515
ALG8	GO:0005789
FRG2	GO:0005634
ADCY5	GO:0000166
OR7D4	GO:0004930
MARS	GO:0005829
NAA50	GO:0008080
KCNAB2	GO:0002244
NPY1R	GO:0004983
ABCA13	GO:0005524
RNF103	GO:0004842
GABRB3	GO:0004890
GPR26	GO:0004930
IFT88	GO:0001654
CHM	GO:0001568
DGKE	GO:0004143
GSK3A	GO:0004672
C1QL1	GO:0003674
ZGPAT	GO:0000122
RFC2	GO:0006261
TMEM132A	GO:0000139
OR1N1	GO:0004888
HABP2	GO:0004252
ODF1	GO:0001520
ID3	GO:0000122
RHEB	GO:0005525
BMF	GO:0006915
NUDT3	GO:0000287
SREBF2	GO:0046983
VAMP4	GO:0000139
C2CD4B	GO:0005509
GCKR	GO:0005975
DUSP9	GO:0000188
SUV39H1	GO:0000122
CD52	GO:0005829
MEMO1	GO:0005515
SLC7A1	GO:0000064
PADI1	GO:0004668
MAP4K5	GO:0000165
CCKAR	GO:0001764
KCNN4	GO:0005516
ARHGAP22	GO:0005096
DIO2	GO:0004800
GALNT3	GO:0008152
RBM12	GO:0000166
PER3	GO:0004871
GP6	GO:0004872
MRPS31	GO:0003735
FOXO6	GO:0000981
FAM132A	GO:0005179
SPHKAP	GO:0005515
ARPP21	GO:0003676
PARL	GO:0004252
CASQ1	GO:0005509
KIR2DL2	GO:0005886
MYH9	GO:0003774
RABEP2	GO:0005096
CLPS	GO:0005576
OR2B3	GO:0004930
PTPRN	GO:0004725
ATP2B2	GO:0005388
NEUROG3	GO:0000122
FBLIM1	GO:0008270
PDIA2	GO:0005623
BNC2	GO:0005634
RPL29	GO:0003735
EIF4EBP2	GO:0005515
THADA	GO:0005515
AOC2	GO:0005507
IER3IP1	GO:0005783
CIDEC	GO:0005811
GOLGA6A	GO:0005794
C2CD4A	GO:0005509
KCNJ9	GO:0005515
CARS	GO:0004817
GIT2	GO:0005096
MYSM1	GO:0003677
MKKS	GO:0001103
SLC22A16	GO:0016021
MCF2L2	GO:0005089
MPV17	GO:0016021
SETD7	GO:0005694
ZBTB7C	GO:0003676
PAX4	GO:0005634
NSA2	GO:0005634
SEC61A1	GO:0015031
GLP1R	GO:0004888
GIT1	GO:0005096
MDFIC	GO:0005654
SLBP	GO:0003729
ALAS1	GO:0003824
SLC5A2	GO:0005215
ANKRD2	GO:0030017
MFN2	GO:0001825
AWAT2	GO:0008152
SCAF4	GO:0000166
AZU1	GO:0004252
ACVR2B	GO:0001702
MNX1	GO:0003677
PPP1R3B	GO:0000164
HS6ST3	GO:0008146
KIF28P	GO:0003777
CDC123	GO:0007049
FABP2	GO:0005215
APOH	GO:0001937
AVPR1A	GO:0001992
SLC7A2	GO:0000064
SYNPO	GO:0001725
SOX13	GO:0005634
DHH	GO:0005113
CDKAL1	GO:0003674
CNBP	GO:0003676
ROPN1	GO:0005515
VNN1	GO:0002526
SYT5	GO:0005509
NUDT19	GO:0005102
RCBTB1	GO:0005634
MAFA	GO:0003677
PKNOX1	GO:0003677
PPP1R3C	GO:0004722
SHC1	GO:0001525
GOPC	GO:0005737
INPP5K	GO:0046856
CARD9	GO:0002223
ZFP69	GO:0003677
GIMAP5	GO:0005525
OR2T1	GO:0004930
MC3R	GO:0002027
NPHS2	GO:0005515
CYP7A1	GO:0005506
APOA2	GO:0001523
AOC3	GO:0005507
AK2	GO:0004017
LARS2	GO:0004823
LPIN2	GO:0003713
PTPRR	GO:0004725
SLC29A3	GO:0005337
TRPM6	GO:0004674
EHMT1	GO:0005634
GPR119	GO:0004930
STYX	GO:0005515
RP2	GO:0000902
TMEM18	GO:0003677
OR2L2	GO:0003674
CYP8B1	GO:0004497
PLEKHH2	GO:0005856
LIAS	GO:0009107
RASD1	GO:0003924
GFM1	GO:0003746
HYOU1	GO:0005524
APLNR	GO:0004872
ZFP57	GO:0000122
HDLBP	GO:0003723
PLXDC2	GO:0005515
MAP4K2	GO:0000165
EEA1	GO:0005515
CNDP2	GO:0008152
PLEKHM2	GO:0005515
TPGS2	GO:0005737
PCYT1B	GO:0003824
GYS1	GO:0004373
NIF3L1	GO:0005739
PCK2	GO:0004613
ACE2	GO:0001618
KLRG1	GO:0004872
DEGS1	GO:0016021
IFI30	GO:0005515
BSCL2	GO:0003674
MYO16	GO:0003774
SNED1	GO:0005509
STAM2	GO:0005515
MKS1	GO:0005515
TRPV5	GO:0005262
ME1	GO:0004470
JPH3	GO:0003674
CSN2	GO:0004857
GPT	GO:0004021
FER	GO:0004713
ANKRD1	GO:0000122
GTPBP4	GO:0000079
G6PC2	GO:0004346
ATP5J	GO:0000276
HEBP1	GO:0005576
ZGLP1	GO:0003700
PIAS1	GO:0008152
HNF4G	GO:0003700
CYB5R4	GO:0020037
NEUROD4	GO:0001764
PLN	GO:0002026
DNLZ	GO:0005739
TRPM7	GO:0004674
SLC9A6	GO:0005770
LYPLA1	GO:0008152
SNW1	GO:0000398
HCAR3	GO:0004930
MAT2B	GO:0003824
CHD1	GO:0003677
GCGR	GO:0004967
SLC47A1	GO:0006855
OR10J3	GO:0004888
ADORA2B	GO:0000187
RND1	GO:0005525
CTBS	GO:0004568
PGM1	GO:0000287
LPIN1	GO:0003713
ELMO1	GO:0006909
INSM2	GO:0003677
SORD	GO:0008270
OR3A1	GO:0004930
EXT2	GO:0006024
DOCK11	GO:0005085
GSTA4	GO:0004364
KANSL3	GO:0000123
EPHB6	GO:0048013
CTSA	GO:0004180
TRIM63	GO:0004842
DUOX2	GO:0004601
LPAL2	GO:0003674
CTRB1	GO:0004252
THSD7A	GO:0001525
TNNI3K	GO:0004672
PDPR	GO:0005737
NRAP	GO:0003779
OVOS2	GO:0004867
INPP5B	GO:0005737
CCDC91	GO:0005654
MARC2	GO:0005739
AGMAT	GO:0005739
TAF3	GO:0000122
KCND2	GO:0008076
CYP4A11	GO:0004497
SLC6A19	GO:0005328
HBS1L	GO:0003924
SLC12A1	GO:0015377
RABIF	GO:0005085
HSD3B2	GO:0003854
P2RX4	GO:0001614
ELF1	GO:0000978
APOBEC3F	GO:0000932
SLC22A8	GO:0015075
ARID1B	GO:0003677
ACTC1	GO:0005524
YEATS4	GO:0006355
UAP1	GO:0003977
PPM1G	GO:0004722
MPZL2	GO:0005515
EPHX2	GO:0003824
FAH	GO:0004334
CD3EAP	GO:0000120
SLC9A3	GO:0005515
OPTC	GO:0005201
SERPINA5	GO:0005615
VAV3	GO:0005622
ARSB	GO:0003943
ASIC1	GO:0005272
GPA33	GO:0004872
CA14	GO:0004089
PDE3A	GO:0001556
ATP1A4	GO:0005524
SLC5A10	GO:0005215
CYB561	GO:0000293
SLC39A12	GO:0005385
MOV10	GO:0000932
CREG1	GO:0003714
RYR2	GO:0005219
EMILIN2	GO:0005515
LRRC52	GO:0005886
OSGEP	GO:0000408
EHHADH	GO:0003824
OXSR1	GO:0004702
FURIN	GO:0004252
CACNA1H	GO:0005886
ATP1B1	GO:0001666
HSD3B1	GO:0003854
SFT2D2	GO:0003674
ACTN4	GO:0005509
ATP2B1	GO:0005388
SCARB2	GO:0004872
COX5B	GO:0004129
NPHS1	GO:0005515
BTN2A1	GO:0003674
GGTLC1	GO:0003840
ACADSB	GO:0016627
ULK3	GO:0000045
TMPRSS6	GO:0001525
SLC22A6	GO:0005452
RARRES2	GO:0005102
EFCAB1	GO:0005509
PIKFYVE	GO:0005524
SLC2A12	GO:0005351
APLN	GO:0001664
WNK4	GO:0004672
ILDR2	GO:0005789
TDRD5	GO:0007286
CYP2S1	GO:0005737
DCAF6	GO:0005634
XYLT1	GO:0000139
ROBO4	GO:0001525
PSG5	GO:0005515
ESRRG	GO:0003700
LMX1A	GO:0001558
HRASLS	GO:0016021
SCN7A	GO:0001518
SOAT2	GO:0008152
SLC6A18	GO:0003333
EMILIN1	GO:0005576
SNX1	GO:0005768
COL3A1	GO:0001501
GJA5	GO:0005922
KCNJ1	GO:0005887
ELOF1	GO:0003746
CCDC181	GO:0005654
SLC6A9	GO:0003333
RGS20	GO:0005886
AQP2	GO:0005887
P2RX6	GO:0001614
SLCO4C1	GO:0005215
KCNJ13	GO:0005242
ATP5B	GO:0005524
AKAP10	GO:0005737
PSMA6	GO:0004175
PRSS8	GO:0004252
ASIC3	GO:0005272
IPO7	GO:0005622
MRS2	GO:0015095
COMMD5	GO:0005515
SLC4A5	GO:0003014
CACNB2	GO:0005245
SOX6	GO:0000981
MYO1D	GO:0003774
CACNA1D	GO:0005245
LDLRAD4	GO:0005515
GPR161	GO:0005887
GJC1	GO:0005922
PHOX2A	GO:0003677
ATP2B3	GO:0005388
GUCY1A3	GO:0000166
CFD	GO:0004252
ULK4	GO:0004672
ABAT	GO:0003867
CLCNKA	GO:0005247
KLHL12	GO:0000139
KYNU	GO:0005737
GSTM5	GO:0004364
LAX1	GO:0000188
HEY1	GO:0003677
CYP21A2	GO:0005506
MTPN	GO:0005634
CAPN13	GO:0004198
M6PR	GO:0000323
XYLT2	GO:0006024
C1QTNF1	GO:0005576
RAMP1	GO:0005622
LCE1C	GO:0031424
GALNT2	GO:0000139
TJP2	GO:0005923
KCNJ5	GO:0005515
DDAH1	GO:0000052
LBP	GO:0001530
GOSR2	GO:0005484
HPCAL1	GO:0005509
SLC26A6	GO:0005622
WSCD2	GO:0016021
PLEKHG1	GO:0005089
DDAH2	GO:0008152
TRPM4	GO:0002724
KLHL3	GO:0016567
ZNF627	GO:0003676
CLCNKB	GO:0005247
ACAT2	GO:0003985
ATP6V1B1	GO:0005524
EIF2B1	GO:0006446
SLC39A8	GO:0005886
CYP4F2	GO:0004497
TIPRL	GO:0000077
CPS1	GO:0000050
SLC24A4	GO:0005887
ATP2B4	GO:0005388
FGR	GO:0001784
AGTRAP	GO:0000139
ALDH9A1	GO:0001822
CYP4F12	GO:0004497
TMEM38A	GO:0005261
ADD2	GO:0005856
METTL18	GO:0008168
TMEM183A	GO:0005515
FSTL4	GO:0005509
KCNJ8	GO:0005887
FRS2	GO:0005158
CTF1	GO:0005125
ORAI1	GO:0002115
QDPR	GO:0001889
MAEL	GO:0000122
ZNF831	GO:0003676
SCNN1B	GO:0005272
AS3MT	GO:0005829
CYP2C8	GO:0005506
TMCO1	GO:0016020
SLC9B2	GO:0006814
POGK	GO:0003676
RABGAP1L	GO:0005096
GNAI2	GO:0001664
ATP1A2	GO:0005391
BNIP1	GO:0005484
NREP	GO:0005515
UCK2	GO:0004849
CYP11A1	GO:0005506
ERCC6L	GO:0003677
GNA14	GO:0001664
RGS10	GO:0005096
LRRC7	GO:0005515
ZC3H11A	GO:0046872
KLHL2	GO:0001726
RCSD1	GO:0003009
MTMR9	GO:0005515
PPBP	GO:0002523
CCDC141	GO:0005515
PAGR1	GO:0005515
RNLS	GO:0002931
MYH7	GO:0000146
CHST3	GO:0000139
OR2M3	GO:0004930
ITGA9	GO:0007155
SLC3A1	GO:0003824
SLC9A2	GO:0005886
SPTA1	GO:0005509
PPFIA4	GO:0048786
CNNM2	GO:0010960
OSER1	GO:0070301
ADD1	GO:0005856
NME7	GO:0004550
ADD3	GO:0005856
ZNF260	GO:0003677
FBLN2	GO:0005509
ACOT8	GO:0006637
PLEKHA7	GO:0005634
ARHGAP42	GO:0005096
TUBA8	GO:0003924
OR2I1P	GO:0004930
CLCN6	GO:0005247
SUCNR1	GO:0004930
GPR182	GO:0004888
GRK4	GO:0002031
PNPO	GO:0004733
MPC2	GO:0005634
ETNK2	GO:0008152
STOX1	GO:0000977
FKBP1B	GO:0000413
RSPO3	GO:0001664
ARID3A	GO:0003677
MEX3C	GO:0003723
CELA2A	GO:0004252
FMOD	GO:0005576
SLCO3A1	GO:0005215
GALNS	GO:0008152
CMYA5	GO:0005515
SERPINA6	GO:0005615
CYP4A22	GO:0004497
MPZL1	GO:0005887
DUSP27	GO:0006470
SCNN1G	GO:0005216
LIPG	GO:0004465
DDX3Y	GO:0003676
FAM72A	GO:0005515
ZNF195	GO:0003676
SEMA3E	GO:0001569
HSPBP1	GO:0004857
TRAP1	GO:0005524
DMRT3	GO:0000987
CDK3	GO:0004672
TNKS2	GO:0000139
BEX2	GO:0005515
SMC1A	GO:0003682
TRA2B	GO:0000166
SLC12A4	GO:0015379
PGC	GO:0004190
PPP2CB	GO:0004721
MYCBP2	GO:0004842
HOXC4	GO:0003700
NCAPD3	GO:0007076
RHOB	GO:0000910
MYH10	GO:0003774
SOX10	GO:0000978
BTG4	GO:0005575
POU4F2	GO:0000122
SMAD1	GO:0003700
TP73-AS1	GO:0005576
HIST1H1C	GO:0000786
NCEH1	GO:0006470
RAB32	GO:0003924
SEMA3D	GO:0005576
MCM8	GO:0000082
SLC12A6	GO:0005887
RBBP4	GO:0000086
EGFL6	GO:0005178
TCEB3	GO:0003677
MGAT4A	GO:0000139
HDAC8	GO:0005634
FAM129A	GO:0001933
